phase296_variant_id,feed_profile,strategy_family,intensity_threshold_quantile,beyond_l1_materiality_quantile,spread_regime,daily_event_limit,exit_horizon_ticks,selected_event_rows,symbols,trade_dates,uses_top5,uses_levels_2_to_5,uses_l1_l5_spread_proxy,raw_l1_l5_book_state_persisted,l1_only_variant,uses_net_edge_as_live_mask,annualized_denominator
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H3,normal_retail,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,0.85,0.7,NOT_WIDE,3,3,290,16,108,1,1,1,0,0,0,fixed_initial_capital
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H6,normal_retail,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,0.85,0.7,NOT_WIDE,3,6,268,15,105,1,1,1,0,0,0,fixed_initial_capital
P296_MICROPRICE_DEPTH_REVERSAL_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H1,normal_retail,P296_MICROPRICE_DEPTH_REVERSAL,0.7,0.7,NOT_WIDE,1,1,171,9,171,1,1,1,0,0,0,fixed_initial_capital
P296_MICROPRICE_DEPTH_REVERSAL_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H3,normal_retail,P296_MICROPRICE_DEPTH_REVERSAL,0.7,0.7,NOT_WIDE,1,3,165,8,165,1,1,1,0,0,0,fixed_initial_capital
P296_MICROPRICE_DEPTH_REVERSAL_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H6,normal_retail,P296_MICROPRICE_DEPTH_REVERSAL,0.7,0.7,NOT_WIDE,1,6,157,8,157,1,1,1,0,0,0,fixed_initial_capital
P296_MICROPRICE_DEPTH_REVERSAL_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H1,normal_retail,P296_MICROPRICE_DEPTH_REVERSAL,0.7,0.7,NOT_WIDE,3,1,505,13,176,1,1,1,0,0,0,fixed_initial_capital
P296_MICROPRICE_DEPTH_REVERSAL_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H3,normal_retail,P296_MICROPRICE_DEPTH_REVERSAL,0.7,0.7,NOT_WIDE,3,3,483,13,176,1,1,1,0,0,0,fixed_initial_capital
P296_MICROPRICE_DEPTH_REVERSAL_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H6,normal_retail,P296_MICROPRICE_DEPTH_REVERSAL,0.7,0.7,NOT_WIDE,3,6,459,13,175,1,1,1,0,0,0,fixed_initial_capital
P296_MICROPRICE_DEPTH_REVERSAL_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H1,normal_retail,P296_MICROPRICE_DEPTH_REVERSAL,0.85,0.7,NOT_WIDE,1,1,111,10,111,1,1,1,0,0,0,fixed_initial_capital
P296_MICROPRICE_DEPTH_REVERSAL_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H3,normal_retail,P296_MICROPRICE_DEPTH_REVERSAL,0.85,0.7,NOT_WIDE,1,3,107,10,107,1,1,1,0,0,0,fixed_initial_capital
P296_MICROPRICE_DEPTH_REVERSAL_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H6,normal_retail,P296_MICROPRICE_DEPTH_REVERSAL,0.85,0.7,NOT_WIDE,1,6,104,10,104,1,1,1,0,0,0,fixed_initial_capital
P296_MICROPRICE_DEPTH_REVERSAL_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H1,normal_retail,P296_MICROPRICE_DEPTH_REVERSAL,0.85,0.7,NOT_WIDE,3,1,319,13,115,1,1,1,0,0,0,fixed_initial_capital
P296_MICROPRICE_DEPTH_REVERSAL_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H3,normal_retail,P296_MICROPRICE_DEPTH_REVERSAL,0.85,0.7,NOT_WIDE,3,3,302,13,112,1,1,1,0,0,0,fixed_initial_capital
P296_MICROPRICE_DEPTH_REVERSAL_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H6,normal_retail,P296_MICROPRICE_DEPTH_REVERSAL,0.85,0.7,NOT_WIDE,3,6,289,13,110,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_CONTINUATION_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H1,stressed_retail,P296_TOP5_PRESSURE_CONTINUATION,0.7,0.7,NOT_WIDE,1,1,172,6,172,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_CONTINUATION_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H3,stressed_retail,P296_TOP5_PRESSURE_CONTINUATION,0.7,0.7,NOT_WIDE,1,3,160,5,160,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_CONTINUATION_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H6,stressed_retail,P296_TOP5_PRESSURE_CONTINUATION,0.7,0.7,NOT_WIDE,1,6,146,5,146,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_CONTINUATION_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H1,stressed_retail,P296_TOP5_PRESSURE_CONTINUATION,0.7,0.7,NOT_WIDE,3,1,508,10,176,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_CONTINUATION_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H3,stressed_retail,P296_TOP5_PRESSURE_CONTINUATION,0.7,0.7,NOT_WIDE,3,3,478,10,176,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_CONTINUATION_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H6,stressed_retail,P296_TOP5_PRESSURE_CONTINUATION,0.7,0.7,NOT_WIDE,3,6,448,10,174,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_CONTINUATION_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H1,stressed_retail,P296_TOP5_PRESSURE_CONTINUATION,0.85,0.7,NOT_WIDE,1,1,113,7,113,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_CONTINUATION_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H3,stressed_retail,P296_TOP5_PRESSURE_CONTINUATION,0.85,0.7,NOT_WIDE,1,3,109,7,109,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_CONTINUATION_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H6,stressed_retail,P296_TOP5_PRESSURE_CONTINUATION,0.85,0.7,NOT_WIDE,1,6,101,7,101,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_CONTINUATION_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H1,stressed_retail,P296_TOP5_PRESSURE_CONTINUATION,0.85,0.7,NOT_WIDE,3,1,321,11,115,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_CONTINUATION_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H3,stressed_retail,P296_TOP5_PRESSURE_CONTINUATION,0.85,0.7,NOT_WIDE,3,3,310,11,115,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_CONTINUATION_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H6,stressed_retail,P296_TOP5_PRESSURE_CONTINUATION,0.85,0.7,NOT_WIDE,3,6,292,11,111,1,1,1,0,0,0,fixed_initial_capital
P296_BEYOND_L1_ABSORPTION_CONTINUATION_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H1,stressed_retail,P296_BEYOND_L1_ABSORPTION_CONTINUATION,0.7,0.7,NOT_WIDE,1,1,172,4,172,1,1,1,0,0,0,fixed_initial_capital
P296_BEYOND_L1_ABSORPTION_CONTINUATION_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H3,stressed_retail,P296_BEYOND_L1_ABSORPTION_CONTINUATION,0.7,0.7,NOT_WIDE,1,3,164,4,164,1,1,1,0,0,0,fixed_initial_capital
P296_BEYOND_L1_ABSORPTION_CONTINUATION_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H6,stressed_retail,P296_BEYOND_L1_ABSORPTION_CONTINUATION,0.7,0.7,NOT_WIDE,1,6,158,4,158,1,1,1,0,0,0,fixed_initial_capital
P296_BEYOND_L1_ABSORPTION_CONTINUATION_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H1,stressed_retail,P296_BEYOND_L1_ABSORPTION_CONTINUATION,0.7,0.7,NOT_WIDE,3,1,513,8,176,1,1,1,0,0,0,fixed_initial_capital
P296_BEYOND_L1_ABSORPTION_CONTINUATION_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H3,stressed_retail,P296_BEYOND_L1_ABSORPTION_CONTINUATION,0.7,0.7,NOT_WIDE,3,3,486,8,175,1,1,1,0,0,0,fixed_initial_capital
P296_BEYOND_L1_ABSORPTION_CONTINUATION_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H6,stressed_retail,P296_BEYOND_L1_ABSORPTION_CONTINUATION,0.7,0.7,NOT_WIDE,3,6,455,8,175,1,1,1,0,0,0,fixed_initial_capital
P296_BEYOND_L1_ABSORPTION_CONTINUATION_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H1,stressed_retail,P296_BEYOND_L1_ABSORPTION_CONTINUATION,0.85,0.7,NOT_WIDE,1,1,113,5,113,1,1,1,0,0,0,fixed_initial_capital
P296_BEYOND_L1_ABSORPTION_CONTINUATION_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H3,stressed_retail,P296_BEYOND_L1_ABSORPTION_CONTINUATION,0.85,0.7,NOT_WIDE,1,3,111,5,111,1,1,1,0,0,0,fixed_initial_capital
P296_BEYOND_L1_ABSORPTION_CONTINUATION_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H6,stressed_retail,P296_BEYOND_L1_ABSORPTION_CONTINUATION,0.85,0.7,NOT_WIDE,1,6,108,5,108,1,1,1,0,0,0,fixed_initial_capital
P296_BEYOND_L1_ABSORPTION_CONTINUATION_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H1,stressed_retail,P296_BEYOND_L1_ABSORPTION_CONTINUATION,0.85,0.7,NOT_WIDE,3,1,325,8,115,1,1,1,0,0,0,fixed_initial_capital
P296_BEYOND_L1_ABSORPTION_CONTINUATION_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H3,stressed_retail,P296_BEYOND_L1_ABSORPTION_CONTINUATION,0.85,0.7,NOT_WIDE,3,3,312,7,115,1,1,1,0,0,0,fixed_initial_capital
P296_BEYOND_L1_ABSORPTION_CONTINUATION_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H6,stressed_retail,P296_BEYOND_L1_ABSORPTION_CONTINUATION,0.85,0.7,NOT_WIDE,3,6,293,7,113,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_REVERSAL_RANGE_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H1,stressed_retail,P296_TOP5_PRESSURE_REVERSAL_RANGE,0.7,0.7,NOT_WIDE,1,1,91,3,91,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_REVERSAL_RANGE_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H3,stressed_retail,P296_TOP5_PRESSURE_REVERSAL_RANGE,0.7,0.7,NOT_WIDE,1,3,86,3,86,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_REVERSAL_RANGE_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H6,stressed_retail,P296_TOP5_PRESSURE_REVERSAL_RANGE,0.7,0.7,NOT_WIDE,1,6,79,3,79,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_REVERSAL_RANGE_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H1,stressed_retail,P296_TOP5_PRESSURE_REVERSAL_RANGE,0.7,0.7,NOT_WIDE,3,1,268,7,91,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_REVERSAL_RANGE_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H3,stressed_retail,P296_TOP5_PRESSURE_REVERSAL_RANGE,0.7,0.7,NOT_WIDE,3,3,254,7,91,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_REVERSAL_RANGE_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H6,stressed_retail,P296_TOP5_PRESSURE_REVERSAL_RANGE,0.7,0.7,NOT_WIDE,3,6,240,7,91,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_REVERSAL_RANGE_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H1,stressed_retail,P296_TOP5_PRESSURE_REVERSAL_RANGE,0.85,0.7,NOT_WIDE,1,1,79,4,79,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_REVERSAL_RANGE_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H3,stressed_retail,P296_TOP5_PRESSURE_REVERSAL_RANGE,0.85,0.7,NOT_WIDE,1,3,76,4,76,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_REVERSAL_RANGE_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H6,stressed_retail,P296_TOP5_PRESSURE_REVERSAL_RANGE,0.85,0.7,NOT_WIDE,1,6,70,4,70,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_REVERSAL_RANGE_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H1,stressed_retail,P296_TOP5_PRESSURE_REVERSAL_RANGE,0.85,0.7,NOT_WIDE,3,1,228,6,79,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_REVERSAL_RANGE_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H3,stressed_retail,P296_TOP5_PRESSURE_REVERSAL_RANGE,0.85,0.7,NOT_WIDE,3,3,222,6,79,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_REVERSAL_RANGE_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H6,stressed_retail,P296_TOP5_PRESSURE_REVERSAL_RANGE,0.85,0.7,NOT_WIDE,3,6,209,6,77,1,1,1,0,0,0,fixed_initial_capital
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H1,stressed_retail,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,0.7,0.7,NOT_WIDE,1,1,171,14,171,1,1,1,0,0,0,fixed_initial_capital
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H3,stressed_retail,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,0.7,0.7,NOT_WIDE,1,3,157,14,157,1,1,1,0,0,0,fixed_initial_capital
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H6,stressed_retail,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,0.7,0.7,NOT_WIDE,1,6,141,14,141,1,1,1,0,0,0,fixed_initial_capital
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H1,stressed_retail,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,0.7,0.7,NOT_WIDE,3,1,503,17,176,1,1,1,0,0,0,fixed_initial_capital
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H3,stressed_retail,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,0.7,0.7,NOT_WIDE,3,3,466,16,174,1,1,1,0,0,0,fixed_initial_capital
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H6,stressed_retail,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,0.7,0.7,NOT_WIDE,3,6,422,15,165,1,1,1,0,0,0,fixed_initial_capital
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H1,stressed_retail,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,0.85,0.7,NOT_WIDE,1,1,112,12,112,1,1,1,0,0,0,fixed_initial_capital
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H3,stressed_retail,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,0.85,0.7,NOT_WIDE,1,3,102,11,102,1,1,1,0,0,0,fixed_initial_capital
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H6,stressed_retail,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,0.85,0.7,NOT_WIDE,1,6,92,11,92,1,1,1,0,0,0,fixed_initial_capital
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H1,stressed_retail,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,0.85,0.7,NOT_WIDE,3,1,321,16,113,1,1,1,0,0,0,fixed_initial_capital
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H3,stressed_retail,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,0.85,0.7,NOT_WIDE,3,3,299,16,111,1,1,1,0,0,0,fixed_initial_capital
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H6,stressed_retail,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,0.85,0.7,NOT_WIDE,3,6,268,14,105,1,1,1,0,0,0,fixed_initial_capital
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H1,stressed_retail,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,0.7,0.7,NOT_WIDE,1,1,175,12,175,1,1,1,0,0,0,fixed_initial_capital
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H3,stressed_retail,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,0.7,0.7,NOT_WIDE,1,3,159,12,159,1,1,1,0,0,0,fixed_initial_capital
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H6,stressed_retail,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,0.7,0.7,NOT_WIDE,1,6,147,12,147,1,1,1,0,0,0,fixed_initial_capital
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H1,stressed_retail,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,0.7,0.7,NOT_WIDE,3,1,501,17,176,1,1,1,0,0,0,fixed_initial_capital
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H3,stressed_retail,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,0.7,0.7,NOT_WIDE,3,3,467,17,173,1,1,1,0,0,0,fixed_initial_capital
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H6,stressed_retail,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,0.7,0.7,NOT_WIDE,3,6,435,17,170,1,1,1,0,0,0,fixed_initial_capital
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H1,stressed_retail,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,0.85,0.7,NOT_WIDE,1,1,110,12,110,1,1,1,0,0,0,fixed_initial_capital
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H3,stressed_retail,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,0.85,0.7,NOT_WIDE,1,3,99,11,99,1,1,1,0,0,0,fixed_initial_capital
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H6,stressed_retail,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,0.85,0.7,NOT_WIDE,1,6,90,11,90,1,1,1,0,0,0,fixed_initial_capital
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H1,stressed_retail,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,0.85,0.7,NOT_WIDE,3,1,316,17,113,1,1,1,0,0,0,fixed_initial_capital
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H3,stressed_retail,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,0.85,0.7,NOT_WIDE,3,3,293,16,111,1,1,1,0,0,0,fixed_initial_capital
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H6,stressed_retail,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,0.85,0.7,NOT_WIDE,3,6,276,16,109,1,1,1,0,0,0,fixed_initial_capital
P296_MICROPRICE_DEPTH_REVERSAL_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H1,stressed_retail,P296_MICROPRICE_DEPTH_REVERSAL,0.7,0.7,NOT_WIDE,1,1,172,8,172,1,1,1,0,0,0,fixed_initial_capital
P296_MICROPRICE_DEPTH_REVERSAL_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H3,stressed_retail,P296_MICROPRICE_DEPTH_REVERSAL,0.7,0.7,NOT_WIDE,1,3,163,8,163,1,1,1,0,0,0,fixed_initial_capital
P296_MICROPRICE_DEPTH_REVERSAL_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H6,stressed_retail,P296_MICROPRICE_DEPTH_REVERSAL,0.7,0.7,NOT_WIDE,1,6,152,8,152,1,1,1,0,0,0,fixed_initial_capital
P296_MICROPRICE_DEPTH_REVERSAL_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H1,stressed_retail,P296_MICROPRICE_DEPTH_REVERSAL,0.7,0.7,NOT_WIDE,3,1,510,13,176,1,1,1,0,0,0,fixed_initial_capital
P296_MICROPRICE_DEPTH_REVERSAL_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H3,stressed_retail,P296_MICROPRICE_DEPTH_REVERSAL,0.7,0.7,NOT_WIDE,3,3,488,13,176,1,1,1,0,0,0,fixed_initial_capital
P296_MICROPRICE_DEPTH_REVERSAL_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H6,stressed_retail,P296_MICROPRICE_DEPTH_REVERSAL,0.7,0.7,NOT_WIDE,3,6,454,13,175,1,1,1,0,0,0,fixed_initial_capital
P296_MICROPRICE_DEPTH_REVERSAL_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H1,stressed_retail,P296_MICROPRICE_DEPTH_REVERSAL,0.85,0.7,NOT_WIDE,1,1,112,10,112,1,1,1,0,0,0,fixed_initial_capital
P296_MICROPRICE_DEPTH_REVERSAL_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H3,stressed_retail,P296_MICROPRICE_DEPTH_REVERSAL,0.85,0.7,NOT_WIDE,1,3,108,10,108,1,1,1,0,0,0,fixed_initial_capital
P296_MICROPRICE_DEPTH_REVERSAL_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H6,stressed_retail,P296_MICROPRICE_DEPTH_REVERSAL,0.85,0.7,NOT_WIDE,1,6,103,10,103,1,1,1,0,0,0,fixed_initial_capital
P296_MICROPRICE_DEPTH_REVERSAL_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H1,stressed_retail,P296_MICROPRICE_DEPTH_REVERSAL,0.85,0.7,NOT_WIDE,3,1,321,13,115,1,1,1,0,0,0,fixed_initial_capital
P296_MICROPRICE_DEPTH_REVERSAL_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H3,stressed_retail,P296_MICROPRICE_DEPTH_REVERSAL,0.85,0.7,NOT_WIDE,3,3,308,13,114,1,1,1,0,0,0,fixed_initial_capital
P296_MICROPRICE_DEPTH_REVERSAL_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H6,stressed_retail,P296_MICROPRICE_DEPTH_REVERSAL,0.85,0.7,NOT_WIDE,3,6,290,13,110,1,1,1,0,0,0,fixed_initial_capital
