synthetic_year_day,daily_net_pnl_inr,daily_trades,running_net_pnl_inr,running_peak_inr,drawdown_inr,strategy_id,execution_profile
176,27027.128333693603,2458,-6404795.182429623,-11267.302886388456,-6393527.879543235,S09,zero_latency_spread_only_control
177,-34777.844479060564,2251,-6439573.026908684,-11267.302886388456,-6428305.724022295,S09,zero_latency_spread_only_control
178,-219210.02413470802,2346,-6658783.051043391,-11267.302886388456,-6647515.748157003,S09,zero_latency_spread_only_control
179,-36735.78710426517,2291,-6695518.838147656,-11267.302886388456,-6684251.535261268,S09,zero_latency_spread_only_control
180,-49246.618213234804,2353,-6744765.4563608905,-11267.302886388456,-6733498.153474502,S09,zero_latency_spread_only_control
181,-44828.80939270373,2289,-6789594.265753594,-11267.302886388456,-6778326.962867206,S09,zero_latency_spread_only_control
182,-28180.88808523157,2317,-6817775.153838825,-11267.302886388456,-6806507.850952437,S09,zero_latency_spread_only_control
183,-38442.71109492203,2299,-6856217.864933748,-11267.302886388456,-6844950.5620473595,S09,zero_latency_spread_only_control
184,-17285.217513278643,2293,-6873503.082447027,-11267.302886388456,-6862235.779560639,S09,zero_latency_spread_only_control
185,-89374.8511805033,2341,-6962877.93362753,-11267.302886388456,-6951610.630741142,S09,zero_latency_spread_only_control
186,-32769.4481333802,2363,-6995647.38176091,-11267.302886388456,-6984380.078874522,S09,zero_latency_spread_only_control
187,-19308.67133459596,2406,-7014956.0530955065,-11267.302886388456,-7003688.750209118,S09,zero_latency_spread_only_control
188,-40655.7708872003,2348,-7055611.823982707,-11267.302886388456,-7044344.521096319,S09,zero_latency_spread_only_control
189,-108257.97544312166,2478,-7163869.799425829,-11267.302886388456,-7152602.496539441,S09,zero_latency_spread_only_control
190,-11267.302886388456,2324,-7175137.1023122175,-11267.302886388456,-7163869.799425829,S09,zero_latency_spread_only_control
191,-71044.99050865995,2381,-7246182.092820877,-11267.302886388456,-7234914.789934489,S09,zero_latency_spread_only_control
192,-31775.286159008883,2233,-7277957.378979886,-11267.302886388456,-7266690.076093498,S09,zero_latency_spread_only_control
193,-38770.317795773364,2255,-7316727.696775659,-11267.302886388456,-7305460.393889271,S09,zero_latency_spread_only_control
194,-234434.77236680227,2338,-7551162.469142461,-11267.302886388456,-7539895.166256073,S09,zero_latency_spread_only_control
195,-21245.359582578123,2375,-7572407.828725039,-11267.302886388456,-7561140.525838651,S09,zero_latency_spread_only_control
196,-18927.035836689636,2228,-7591334.864561728,-11267.302886388456,-7580067.56167534,S09,zero_latency_spread_only_control
197,-19581.436293458824,2266,-7610916.300855187,-11267.302886388456,-7599648.9979687985,S09,zero_latency_spread_only_control
198,-21494.07514619316,2344,-7632410.37600138,-11267.302886388456,-7621143.073114992,S09,zero_latency_spread_only_control
199,-1325.3767439699775,2319,-7633735.752745351,-11267.302886388456,-7622468.449858963,S09,zero_latency_spread_only_control
200,20622.082443856383,2386,-7613113.670301494,-11267.302886388456,-7601846.367415106,S09,zero_latency_spread_only_control
201,13702.078235102019,2403,-7599411.592066392,-11267.302886388456,-7588144.289180004,S09,zero_latency_spread_only_control
202,-18911.707947612074,2267,-7618323.300014004,-11267.302886388456,-7607055.997127616,S09,zero_latency_spread_only_control
203,-55783.122423189336,2303,-7674106.422437194,-11267.302886388456,-7662839.119550806,S09,zero_latency_spread_only_control
204,-28993.545830828018,2271,-7703099.968268022,-11267.302886388456,-7691832.665381634,S09,zero_latency_spread_only_control
205,-43298.427279383446,2361,-7746398.395547406,-11267.302886388456,-7735131.092661018,S09,zero_latency_spread_only_control
206,-18434.372011851563,2239,-7764832.767559257,-11267.302886388456,-7753565.464672869,S09,zero_latency_spread_only_control
207,-38730.62746071025,2246,-7803563.395019968,-11267.302886388456,-7792296.09213358,S09,zero_latency_spread_only_control
208,-37587.8563244728,2267,-7841151.2513444405,-11267.302886388456,-7829883.948458052,S09,zero_latency_spread_only_control
209,-23125.719985586376,2322,-7864276.971330027,-11267.302886388456,-7853009.668443639,S09,zero_latency_spread_only_control
210,-23422.028179321347,2289,-7887698.9995093485,-11267.302886388456,-7876431.69662296,S09,zero_latency_spread_only_control
211,-32868.00073643338,2302,-7920567.000245782,-11267.302886388456,-7909299.697359393,S09,zero_latency_spread_only_control
212,-18534.212156347883,2334,-7939101.21240213,-11267.302886388456,-7927833.909515741,S09,zero_latency_spread_only_control
213,-40166.24374087237,2284,-7979267.456143002,-11267.302886388456,-7968000.153256614,S09,zero_latency_spread_only_control
214,-6860.135756836471,2460,-7986127.591899838,-11267.302886388456,-7974860.28901345,S09,zero_latency_spread_only_control
215,-53058.66409322918,2322,-8039186.255993067,-11267.302886388456,-8027918.953106679,S09,zero_latency_spread_only_control
216,-16721.425793944614,2306,-8055907.681787012,-11267.302886388456,-8044640.378900624,S09,zero_latency_spread_only_control
217,-18152.612406754946,2363,-8074060.294193767,-11267.302886388456,-8062792.991307379,S09,zero_latency_spread_only_control
218,-17105.51216454275,2354,-8091165.806358309,-11267.302886388456,-8079898.503471921,S09,zero_latency_spread_only_control
219,-2618.4372146812957,2332,-8093784.24357299,-11267.302886388456,-8082516.940686602,S09,zero_latency_spread_only_control
220,-21832.41143305332,2225,-8115616.655006044,-11267.302886388456,-8104349.352119655,S09,zero_latency_spread_only_control
221,-33806.43855479172,2380,-8149423.093560835,-11267.302886388456,-8138155.790674447,S09,zero_latency_spread_only_control
222,-25658.108026462163,2428,-8175081.201587298,-11267.302886388456,-8163813.89870091,S09,zero_latency_spread_only_control
223,-35171.80011706805,2401,-8210253.001704366,-11267.302886388456,-8198985.698817978,S09,zero_latency_spread_only_control
224,-27208.17178986217,2222,-8237461.173494228,-11267.302886388456,-8226193.87060784,S09,zero_latency_spread_only_control
225,-13576.631464376957,2421,-8251037.804958605,-11267.302886388456,-8239770.502072217,S09,zero_latency_spread_only_control
226,-30105.575874594848,2280,-8281143.3808332,-11267.302886388456,-8269876.077946812,S09,zero_latency_spread_only_control
227,-33791.1721199967,2409,-8314934.552953197,-11267.302886388456,-8303667.250066808,S09,zero_latency_spread_only_control
228,-76054.63459787027,2356,-8390989.187551066,-11267.302886388456,-8379721.884664678,S09,zero_latency_spread_only_control
229,-40265.5510457856,2254,-8431254.738596851,-11267.302886388456,-8419987.435710462,S09,zero_latency_spread_only_control
230,-11731.951355563617,2369,-8442986.689952414,-11267.302886388456,-8431719.387066025,S09,zero_latency_spread_only_control
231,-109899.2674243947,2383,-8552885.95737681,-11267.302886388456,-8541618.65449042,S09,zero_latency_spread_only_control
232,-29046.540130088702,2332,-8581932.497506898,-11267.302886388456,-8570665.194620509,S09,zero_latency_spread_only_control
233,-41499.90017903244,2405,-8623432.39768593,-11267.302886388456,-8612165.094799541,S09,zero_latency_spread_only_control
234,-61316.80983477007,2422,-8684749.207520701,-11267.302886388456,-8673481.904634312,S09,zero_latency_spread_only_control
235,-28619.102219047614,2230,-8713368.309739748,-11267.302886388456,-8702101.006853359,S09,zero_latency_spread_only_control
236,-26750.296675154474,2426,-8740118.606414903,-11267.302886388456,-8728851.303528514,S09,zero_latency_spread_only_control
237,-35010.64301826457,2285,-8775129.249433167,-11267.302886388456,-8763861.946546778,S09,zero_latency_spread_only_control
238,-28147.143061542658,2320,-8803276.39249471,-11267.302886388456,-8792009.089608321,S09,zero_latency_spread_only_control
239,-38071.55039580999,2252,-8841347.94289052,-11267.302886388456,-8830080.64000413,S09,zero_latency_spread_only_control
240,248.84768324802383,2398,-8841099.095207272,-11267.302886388456,-8829831.792320883,S09,zero_latency_spread_only_control
241,-143947.61306608777,2432,-8985046.70827336,-11267.302886388456,-8973779.405386971,S09,zero_latency_spread_only_control
242,-24270.96487190347,2215,-9009317.673145264,-11267.302886388456,-8998050.370258875,S09,zero_latency_spread_only_control
243,-20484.559398042627,2296,-9029802.232543306,-11267.302886388456,-9018534.929656917,S09,zero_latency_spread_only_control
244,-17200.08528561351,2277,-9047002.31782892,-11267.302886388456,-9035735.01494253,S09,zero_latency_spread_only_control
245,-25759.51978715954,2296,-9072761.837616079,-11267.302886388456,-9061494.53472969,S09,zero_latency_spread_only_control
246,621.7914604042762,2362,-9072140.046155674,-11267.302886388456,-9060872.743269285,S09,zero_latency_spread_only_control
247,-30640.225956479822,2207,-9102780.272112153,-11267.302886388456,-9091512.969225764,S09,zero_latency_spread_only_control
248,-17474.9636943744,2313,-9120255.235806528,-11267.302886388456,-9108987.93292014,S09,zero_latency_spread_only_control
249,-51285.662150684795,2242,-9171540.897957213,-11267.302886388456,-9160273.595070824,S09,zero_latency_spread_only_control
250,-81411.39350025474,2333,-9252952.291457469,-11267.302886388456,-9241684.98857108,S09,zero_latency_spread_only_control
251,-59748.64011304996,2327,-9312700.931570519,-11267.302886388456,-9301433.62868413,S09,zero_latency_spread_only_control
252,-73916.66983231874,2369,-9386617.601402838,-11267.302886388456,-9375350.298516449,S09,zero_latency_spread_only_control
1,-239489.90178372138,2208,-239489.90178372138,-239489.90178372138,0.0,S09,retail_marketable_default
2,-264599.52298789617,2249,-504089.4247716175,-239489.90178372138,-264599.5229878961,S09,retail_marketable_default
3,-241001.85275546284,2139,-745091.2775270804,-239489.90178372138,-505601.375743359,S09,retail_marketable_default
4,-247041.21978819347,2149,-992132.4973152739,-239489.90178372138,-752642.5955315524,S09,retail_marketable_default
5,-381320.16992116795,2205,-1373452.6672364417,-239489.90178372138,-1133962.7654527205,S09,retail_marketable_default
6,-253980.3545656947,2277,-1627433.0218021364,-239489.90178372138,-1387943.1200184152,S09,retail_marketable_default
7,-223659.2122807693,2131,-1851092.2340829058,-239489.90178372138,-1611602.3322991845,S09,retail_marketable_default
8,-236109.48558489713,2176,-2087201.719667803,-239489.90178372138,-1847711.8178840817,S09,retail_marketable_default
9,-238221.26977604273,2237,-2325422.9894438456,-239489.90178372138,-2085933.0876601243,S09,retail_marketable_default
10,-221969.25674193935,2231,-2547392.246185785,-239489.90178372138,-2307902.3444020636,S09,retail_marketable_default
11,-217308.07586318604,2269,-2764700.3220489714,-239489.90178372138,-2525210.42026525,S09,retail_marketable_default
12,-205445.60532126363,2279,-2970145.927370235,-239489.90178372138,-2730656.0255865133,S09,retail_marketable_default
13,-233793.67932193907,2180,-3203939.606692174,-239489.90178372138,-2964449.7049084525,S09,retail_marketable_default
14,-277167.5793052664,2210,-3481107.1859974405,-239489.90178372138,-3241617.284213719,S09,retail_marketable_default
15,-235449.75130512376,2184,-3716556.9373025643,-239489.90178372138,-3477067.0355188427,S09,retail_marketable_default
16,-248353.9652228038,2253,-3964910.902525368,-239489.90178372138,-3725421.0007416466,S09,retail_marketable_default
17,-225332.54522247112,2139,-4190243.447747839,-239489.90178372138,-3950753.5459641176,S09,retail_marketable_default
18,-245992.72261782284,2125,-4436236.170365662,-239489.90178372138,-4196746.268581941,S09,retail_marketable_default
19,-246332.38149373708,2169,-4682568.551859399,-239489.90178372138,-4443078.650075678,S09,retail_marketable_default
20,-245215.87059567985,2222,-4927784.422455079,-239489.90178372138,-4688294.520671357,S09,retail_marketable_default
21,-248698.47144664038,2197,-5176482.89390172,-239489.90178372138,-4936992.992117998,S09,retail_marketable_default
22,-250344.84225935594,2200,-5426827.7361610755,-239489.90178372138,-5187337.834377354,S09,retail_marketable_default
23,-229392.0240942818,2248,-5656219.760255357,-239489.90178372138,-5416729.858471636,S09,retail_marketable_default
24,-249002.3928133426,2183,-5905222.1530687,-239489.90178372138,-5665732.251284978,S09,retail_marketable_default
25,-208811.8812506015,2333,-6114034.034319301,-239489.90178372138,-5874544.13253558,S09,retail_marketable_default
26,-263219.057751727,2236,-6377253.092071028,-239489.90178372138,-6137763.190287307,S09,retail_marketable_default
27,-238299.83922060014,2201,-6615552.931291629,-239489.90178372138,-6376063.029507907,S09,retail_marketable_default
28,-222928.73708785008,2255,-6838481.668379479,-239489.90178372138,-6598991.766595758,S09,retail_marketable_default
29,-227868.02109643252,2249,-7066349.689475912,-239489.90178372138,-6826859.78769219,S09,retail_marketable_default
30,-225702.38531274273,2231,-7292052.074788654,-239489.90178372138,-7052562.173004933,S09,retail_marketable_default
31,-230600.17207378885,2133,-7522652.246862443,-239489.90178372138,-7283162.345078722,S09,retail_marketable_default
32,-248739.09882743904,2248,-7771391.3456898825,-239489.90178372138,-7531901.443906161,S09,retail_marketable_default
33,-259786.27853106425,2299,-8031177.624220947,-239489.90178372138,-7791687.722437225,S09,retail_marketable_default
34,-252819.97809739897,2275,-8283997.602318346,-239489.90178372138,-8044507.700534624,S09,retail_marketable_default
35,-234760.52233651126,2133,-8518758.124654857,-239489.90178372138,-8279268.222871136,S09,retail_marketable_default
36,-218988.52211226345,2285,-8737746.64676712,-239489.90178372138,-8498256.7449834,S09,retail_marketable_default
37,-233814.24972067715,2175,-8971560.896487799,-239489.90178372138,-8732070.994704077,S09,retail_marketable_default
38,-261365.4314481316,2297,-9232926.32793593,-239489.90178372138,-8993436.426152209,S09,retail_marketable_default
39,-299885.9543792309,2251,-9532812.282315161,-239489.90178372138,-9293322.38053144,S09,retail_marketable_default
40,-253693.4578661104,2150,-9786505.740181271,-239489.90178372138,-9547015.83839755,S09,retail_marketable_default
41,-244427.04083926918,2247,-10030932.78102054,-239489.90178372138,-9791442.87923682,S09,retail_marketable_default
42,-339561.94982269336,2249,-10370494.730843235,-239489.90178372138,-10131004.829059513,S09,retail_marketable_default
43,-256181.64328364926,2241,-10626676.374126883,-239489.90178372138,-10387186.472343162,S09,retail_marketable_default
44,-250594.76208061745,2311,-10877271.1362075,-239489.90178372138,-10637781.234423779,S09,retail_marketable_default
45,-265850.4352807985,2331,-11143121.571488298,-239489.90178372138,-10903631.669704577,S09,retail_marketable_default
46,-237974.4567276673,2109,-11381096.028215965,-239489.90178372138,-11141606.126432244,S09,retail_marketable_default
47,-236301.35894549126,2333,-11617397.387161456,-239489.90178372138,-11377907.485377735,S09,retail_marketable_default
48,-253964.04135218344,2178,-11871361.428513639,-239489.90178372138,-11631871.526729917,S09,retail_marketable_default
49,-243879.7067621265,2233,-12115241.135275764,-239489.90178372138,-11875751.233492043,S09,retail_marketable_default
50,-249802.19707368003,2155,-12365043.332349444,-239489.90178372138,-12125553.430565722,S09,retail_marketable_default
51,-229185.17155815367,2281,-12594228.503907597,-239489.90178372138,-12354738.602123875,S09,retail_marketable_default
52,-369550.35707845987,2311,-12963778.860986056,-239489.90178372138,-12724288.959202334,S09,retail_marketable_default
53,-234855.69359413255,2123,-13198634.55458019,-239489.90178372138,-12959144.652796468,S09,retail_marketable_default
54,-226024.04651033602,2202,-13424658.601090526,-239489.90178372138,-13185168.699306805,S09,retail_marketable_default
55,-230381.70333848114,2166,-13655040.304429008,-239489.90178372138,-13415550.402645286,S09,retail_marketable_default
56,-251164.59031088476,2196,-13906204.894739892,-239489.90178372138,-13666714.99295617,S09,retail_marketable_default
57,-233148.75459467835,2243,-14139353.64933457,-239489.90178372138,-13899863.747550849,S09,retail_marketable_default
58,-236092.32667958448,2114,-14375445.976014154,-239489.90178372138,-14135956.074230433,S09,retail_marketable_default
59,-233382.64615054496,2211,-14608828.622164698,-239489.90178372138,-14369338.720380977,S09,retail_marketable_default
60,-260130.14738900258,2131,-14868958.7695537,-239489.90178372138,-14629468.867769979,S09,retail_marketable_default
61,-288683.427724265,2210,-15157642.197277965,-239489.90178372138,-14918152.295494244,S09,retail_marketable_default
62,-276858.36833855935,2243,-15434500.565616524,-239489.90178372138,-15195010.663832802,S09,retail_marketable_default
63,-290082.5524859384,2241,-15724583.118102463,-239489.90178372138,-15485093.216318741,S09,retail_marketable_default
64,-248002.68344364548,2241,-15972585.801546108,-239489.90178372138,-15733095.899762386,S09,retail_marketable_default
65,-235894.62797435062,2391,-16208480.429520458,-239489.90178372138,-15968990.527736736,S09,retail_marketable_default
66,-301751.07059430215,2334,-16510231.50011476,-239489.90178372138,-16270741.598331038,S09,retail_marketable_default
67,-224739.3975435421,2206,-16734970.897658302,-239489.90178372138,-16495480.99587458,S09,retail_marketable_default
68,-258563.33837946504,2183,-16993534.23603777,-239489.90178372138,-16754044.334254047,S09,retail_marketable_default
69,-247263.58068188324,2187,-17240797.81671965,-239489.90178372138,-17001307.91493593,S09,retail_marketable_default
70,-233858.1770993693,2122,-17474655.99381902,-239489.90178372138,-17235166.0920353,S09,retail_marketable_default
71,-230227.80643988852,2306,-17704883.80025891,-239489.90178372138,-17465393.89847519,S09,retail_marketable_default
72,-238677.04029114035,2350,-17943560.84055005,-239489.90178372138,-17704070.93876633,S09,retail_marketable_default
73,-238245.9792600413,2149,-18181806.819810092,-239489.90178372138,-17942316.918026373,S09,retail_marketable_default
74,-227103.46727528216,2202,-18408910.287085373,-239489.90178372138,-18169420.385301653,S09,retail_marketable_default
75,-219849.94776215233,2195,-18628760.234847527,-239489.90178372138,-18389270.333063807,S09,retail_marketable_default
76,-205743.31759358037,2335,-18834503.55244111,-239489.90178372138,-18595013.65065739,S09,retail_marketable_default
77,-252723.33641547238,2248,-19087226.888856582,-239489.90178372138,-18847736.987072863,S09,retail_marketable_default
78,-269350.4892910996,2282,-19356577.37814768,-239489.90178372138,-19117087.47636396,S09,retail_marketable_default
79,-239954.73365315498,2192,-19596532.111800835,-239489.90178372138,-19357042.210017115,S09,retail_marketable_default
80,-243225.8649876242,2214,-19839757.976788457,-239489.90178372138,-19600268.075004738,S09,retail_marketable_default
81,-260919.87502580657,2287,-20100677.851814263,-239489.90178372138,-19861187.950030543,S09,retail_marketable_default
82,-252269.58754989004,2188,-20352947.439364154,-239489.90178372138,-20113457.537580434,S09,retail_marketable_default
83,-243262.20520110952,2184,-20596209.644565262,-239489.90178372138,-20356719.742781542,S09,retail_marketable_default
84,-252804.5322063543,2208,-20849014.176771615,-239489.90178372138,-20609524.274987895,S09,retail_marketable_default
85,-262277.23647149146,2242,-21111291.413243107,-239489.90178372138,-20871801.511459388,S09,retail_marketable_default
86,-194504.73752135862,2234,-21305796.150764465,-239489.90178372138,-21066306.248980746,S09,retail_marketable_default
87,-232029.0829239393,2215,-21537825.233688403,-239489.90178372138,-21298335.331904683,S09,retail_marketable_default
88,-241637.15385157536,2150,-21779462.38753998,-239489.90178372138,-21539972.48575626,S09,retail_marketable_default
89,-225834.46184502094,2347,-22005296.849385,-239489.90178372138,-21765806.94760128,S09,retail_marketable_default
90,-233232.64299203953,2203,-22238529.49237704,-239489.90178372138,-21999039.59059332,S09,retail_marketable_default
91,-255356.30743331046,2289,-22493885.79981035,-239489.90178372138,-22254395.89802663,S09,retail_marketable_default
92,-275636.16966658406,2155,-22769521.969476935,-239489.90178372138,-22530032.067693215,S09,retail_marketable_default
93,-277155.48852920986,2235,-23046677.458006144,-239489.90178372138,-22807187.556222424,S09,retail_marketable_default
94,-223619.68619584673,2291,-23270297.14420199,-239489.90178372138,-23030807.24241827,S09,retail_marketable_default
95,-264950.4399322966,2264,-23535247.584134288,-239489.90178372138,-23295757.68235057,S09,retail_marketable_default
96,-270664.9331901279,2256,-23805912.517324418,-239489.90178372138,-23566422.6155407,S09,retail_marketable_default
97,-249347.62743737333,2156,-24055260.14476179,-239489.90178372138,-23815770.24297807,S09,retail_marketable_default
98,-282134.9996118452,2213,-24337395.144373633,-239489.90178372138,-24097905.242589913,S09,retail_marketable_default
99,-232347.89702769,2207,-24569743.041401323,-239489.90178372138,-24330253.139617603,S09,retail_marketable_default
100,-259683.24019035426,2217,-24829426.281591676,-239489.90178372138,-24589936.379807957,S09,retail_marketable_default
101,-258293.5205466484,2172,-25087719.802138325,-239489.90178372138,-24848229.900354605,S09,retail_marketable_default
102,-287869.4073161373,2320,-25375589.209454462,-239489.90178372138,-25136099.307670742,S09,retail_marketable_default
103,-235514.01088451504,2325,-25611103.220338978,-239489.90178372138,-25371613.31855526,S09,retail_marketable_default
104,-245349.54693465048,2160,-25856452.767273627,-239489.90178372138,-25616962.865489908,S09,retail_marketable_default
105,-255088.66459167484,2366,-26111541.4318653,-239489.90178372138,-25872051.53008158,S09,retail_marketable_default
106,-229419.87962634448,2132,-26340961.311491646,-239489.90178372138,-26101471.409707926,S09,retail_marketable_default
107,-275327.4139867963,2198,-26616288.72547844,-239489.90178372138,-26376798.82369472,S09,retail_marketable_default
108,-234216.32906254832,2137,-26850505.054540988,-239489.90178372138,-26611015.15275727,S09,retail_marketable_default
109,-270478.2515567221,2243,-27120983.30609771,-239489.90178372138,-26881493.40431399,S09,retail_marketable_default
110,-245798.88368801228,2150,-27366782.189785723,-239489.90178372138,-27127292.288002003,S09,retail_marketable_default
111,-266744.91412946174,2309,-27633527.103915185,-239489.90178372138,-27394037.202131465,S09,retail_marketable_default
112,-254749.77107078955,2153,-27888276.874985974,-239489.90178372138,-27648786.973202255,S09,retail_marketable_default
113,-240481.73322665188,2173,-28128758.608212627,-239489.90178372138,-27889268.706428908,S09,retail_marketable_default
114,-245224.8435584693,2180,-28373983.451771095,-239489.90178372138,-28134493.549987376,S09,retail_marketable_default
115,-279297.7460192795,2248,-28653281.197790373,-239489.90178372138,-28413791.296006653,S09,retail_marketable_default
116,-217676.48513349498,2237,-28870957.68292387,-239489.90178372138,-28631467.78114015,S09,retail_marketable_default
117,-230612.855815071,2276,-29101570.53873894,-239489.90178372138,-28862080.63695522,S09,retail_marketable_default
118,-250078.52645054163,2237,-29351649.06518948,-239489.90178372138,-29112159.16340576,S09,retail_marketable_default
119,-259813.70107779794,2327,-29611462.766267277,-239489.90178372138,-29371972.864483558,S09,retail_marketable_default
120,-231398.22707844144,2156,-29842860.99334572,-239489.90178372138,-29603371.091562,S09,retail_marketable_default
121,-272506.5832182437,2170,-30115367.57656396,-239489.90178372138,-29875877.674780242,S09,retail_marketable_default
122,-230025.2904640703,2118,-30345392.86702803,-239489.90178372138,-30105902.96524431,S09,retail_marketable_default
123,-255370.4380121588,2123,-30600763.30504019,-239489.90178372138,-30361273.403256472,S09,retail_marketable_default
124,-251081.47231598324,2339,-30851844.777356174,-239489.90178372138,-30612354.875572454,S09,retail_marketable_default
125,-244792.29282855766,2119,-31096637.07018473,-239489.90178372138,-30857147.16840101,S09,retail_marketable_default
126,-295171.6907887664,2201,-31391808.7609735,-239489.90178372138,-31152318.85918978,S09,retail_marketable_default
127,-239118.5790688627,2210,-31630927.34004236,-239489.90178372138,-31391437.43825864,S09,retail_marketable_default
128,-249069.33809946416,2210,-31879996.678141825,-239489.90178372138,-31640506.776358105,S09,retail_marketable_default
129,-352217.79449867876,2282,-32232214.472640503,-239489.90178372138,-31992724.570856784,S09,retail_marketable_default
130,-228617.43367140903,2225,-32460831.90631191,-239489.90178372138,-32221342.00452819,S09,retail_marketable_default
131,-234954.41357292957,2142,-32695786.31988484,-239489.90178372138,-32456296.41810112,S09,retail_marketable_default
132,-269223.5929927573,2256,-32965009.912877597,-239489.90178372138,-32725520.011093877,S09,retail_marketable_default
133,-251536.88866677848,2174,-33216546.801544376,-239489.90178372138,-32977056.899760656,S09,retail_marketable_default
134,-258106.82191338288,2161,-33474653.62345776,-239489.90178372138,-33235163.72167404,S09,retail_marketable_default
135,-271442.9003283869,2173,-33746096.52378615,-239489.90178372138,-33506606.62200243,S09,retail_marketable_default
136,-263603.56558939087,2231,-34009700.08937554,-239489.90178372138,-33770210.18759182,S09,retail_marketable_default
137,-265963.16574724746,2249,-34275663.25512279,-239489.90178372138,-34036173.35333907,S09,retail_marketable_default
138,-239137.73052336377,2219,-34514800.98564615,-239489.90178372138,-34275311.08386243,S09,retail_marketable_default
139,-339925.1498098901,2371,-34854726.13545604,-239489.90178372138,-34615236.23367232,S09,retail_marketable_default
140,-252160.35973050864,2328,-35106886.49518655,-239489.90178372138,-34867396.59340283,S09,retail_marketable_default
141,-232843.15869340597,2190,-35339729.653879955,-239489.90178372138,-35100239.752096236,S09,retail_marketable_default
142,-235958.06839014933,2290,-35575687.7222701,-239489.90178372138,-35336197.82048638,S09,retail_marketable_default
143,-254953.2088807543,2233,-35830640.93115085,-239489.90178372138,-35591151.029367134,S09,retail_marketable_default
144,-237188.99208919867,2235,-36067829.92324005,-239489.90178372138,-35828340.02145633,S09,retail_marketable_default
145,-258029.23318213027,2302,-36325859.15642218,-239489.90178372138,-36086369.25463846,S09,retail_marketable_default
146,-283749.6756095371,2264,-36609608.83203172,-239489.90178372138,-36370118.930248,S09,retail_marketable_default
147,-227711.46209745712,2136,-36837320.29412918,-239489.90178372138,-36597830.39234546,S09,retail_marketable_default
148,-264504.1656083257,2306,-37101824.4597375,-239489.90178372138,-36862334.55795378,S09,retail_marketable_default
149,-273178.74486906844,2298,-37375003.20460657,-239489.90178372138,-37135513.30282285,S09,retail_marketable_default
150,-249645.03537236393,2180,-37624648.23997893,-239489.90178372138,-37385158.33819521,S09,retail_marketable_default
151,-246736.47956340955,2277,-37871384.71954234,-239489.90178372138,-37631894.81775862,S09,retail_marketable_default
152,-247494.70012071807,2169,-38118879.41966306,-239489.90178372138,-37879389.51787934,S09,retail_marketable_default
153,-248794.37193698992,2243,-38367673.79160005,-239489.90178372138,-38128183.88981633,S09,retail_marketable_default
154,-302874.4361862832,2314,-38670548.22778633,-239489.90178372138,-38431058.32600261,S09,retail_marketable_default
155,-256491.0220151491,2295,-38927039.24980148,-239489.90178372138,-38687549.34801776,S09,retail_marketable_default
156,-266396.8195858425,2217,-39193436.069387324,-239489.90178372138,-38953946.167603604,S09,retail_marketable_default
157,-233216.87832229803,2172,-39426652.94770962,-239489.90178372138,-39187163.0459259,S09,retail_marketable_default
158,-245099.70135160393,2350,-39671752.649061225,-239489.90178372138,-39432262.747277506,S09,retail_marketable_default
159,-242599.58546571154,2236,-39914352.23452694,-239489.90178372138,-39674862.33274322,S09,retail_marketable_default
160,-252768.2265697098,2232,-40167120.46109665,-239489.90178372138,-39927630.55931293,S09,retail_marketable_default
161,-287939.77844562737,2289,-40455060.239542276,-239489.90178372138,-40215570.337758556,S09,retail_marketable_default
162,-280968.07942300173,2348,-40736028.31896528,-239489.90178372138,-40496538.41718156,S09,retail_marketable_default
163,-274944.4229169534,2233,-41010972.741882235,-239489.90178372138,-40771482.840098515,S09,retail_marketable_default
164,-276263.10449730145,2284,-41287235.84637953,-239489.90178372138,-41047745.944595814,S09,retail_marketable_default
165,-226518.70438508719,2348,-41513754.55076462,-239489.90178372138,-41274264.6489809,S09,retail_marketable_default
166,-258150.43774570446,2245,-41771904.988510326,-239489.90178372138,-41532415.086726606,S09,retail_marketable_default
167,-261016.6026112225,2236,-42032921.59112155,-239489.90178372138,-41793431.68933783,S09,retail_marketable_default
168,-284553.39561000286,2236,-42317474.98673155,-239489.90178372138,-42077985.08494783,S09,retail_marketable_default
169,-259425.67821330336,2310,-42576900.66494486,-239489.90178372138,-42337410.76316114,S09,retail_marketable_default
170,-254556.2125554571,2311,-42831456.87750032,-239489.90178372138,-42591966.9757166,S09,retail_marketable_default
171,-240513.98573862307,2147,-43071970.86323894,-239489.90178372138,-42832480.96145522,S09,retail_marketable_default
172,-229752.68615190103,2074,-43301723.54939084,-239489.90178372138,-43062233.64760712,S09,retail_marketable_default
173,-272174.6445315419,2245,-43573898.19392238,-239489.90178372138,-43334408.29213866,S09,retail_marketable_default
174,-230718.2187670728,2162,-43804616.41268945,-239489.90178372138,-43565126.51090573,S09,retail_marketable_default
175,-232168.42846274454,2165,-44036784.84115219,-239489.90178372138,-43797294.93936847,S09,retail_marketable_default
176,-203117.10981169692,2360,-44239901.950963885,-239489.90178372138,-44000412.049180165,S09,retail_marketable_default
177,-239835.10181484107,2126,-44479737.05277873,-239489.90178372138,-44240247.15099501,S09,retail_marketable_default
178,-474320.14045454725,2225,-44954057.193233274,-239489.90178372138,-44714567.291449554,S09,retail_marketable_default
179,-247385.96357178755,2187,-45201443.15680506,-239489.90178372138,-44961953.25502134,S09,retail_marketable_default
