scenario_id,scope_id,scope_candidate_id,initial_capital_inr,fixed_notional_inr,max_concurrent_positions,cost_profile,cost_multiplier,extra_slippage_bps,input_event_rows,scheduled_event_rows,rejected_event_rows,rejected_same_symbol_overlap_rows,rejected_max_concurrent_rows,rejected_insufficient_cash_rows,candidate_rows,scheduled_candidate_rows,symbols,scheduled_symbols,observed_trade_dates,realized_net_pnl_inr,portfolio_return_pct,mechanical_one_date_annualized_portfolio_return_pct,annualized_return_is_robust_portfolio_claim,annualized_above_12pct_research_diagnostic,scheduled_notional_inr,notional_turnover_x_initial_capital,avg_open_notional_utilization,max_drawdown_inr,portfolio_claim_allowed,strategy_replay_allowed,promotion_allowed,paper_or_live_acceptance_allowed,deployable_profitability_claim_allowed,phase273_scope_id,phase273_scope_candidate_id,order_policy,candidate_subset_size
P271_P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE_CAP100000_NOT125000_CONC2_COST100_PLUS_2BP,P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,125000.0,2,cost100_plus_2bp,1.0,2.0,20,9,11,3,8,0,2,2,7,7,1,44.419475103085986,0.044419475103085984,11.193707725977667,0,0,450000.0,4.5,0.675,-329.4496706138929,0,0,0,0,0,TOP2_PRIORITY_SUBSET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,deterministic_shuffle,2
P271_P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE_CAP100000_NOT125000_CONC3_COST100,P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,125000.0,3,cost100,1.0,0.0,20,12,8,7,1,0,2,2,7,7,1,29.088812376728605,0.029088812376728602,7.330380718935608,0,0,399999.9999999998,3.9999999999999982,0.5499999999999999,-311.5868931416004,0,0,0,0,0,TOP2_PRIORITY_SUBSET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,deterministic_shuffle,2
P271_P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE_CAP100000_NOT125000_CONC3_COST150,P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,125000.0,3,cost150,1.5,0.0,20,12,8,7,1,0,2,2,7,7,1,-136.2735876232714,-0.13627358762327138,-34.340944081064386,0,0,399999.9999999998,3.9999999999999982,0.5499999999999999,-380.48789314160035,0,0,0,0,0,TOP2_PRIORITY_SUBSET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,deterministic_shuffle,2
P271_P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE_CAP100000_NOT125000_CONC3_COST200,P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,125000.0,3,cost200,2.0,0.0,20,12,8,7,1,0,2,2,7,7,1,-301.6359876232713,-0.3016359876232713,-76.01226888106437,0,0,399999.9999999998,3.9999999999999982,0.5499999999999999,-450.88559804821136,0,0,0,0,0,TOP2_PRIORITY_SUBSET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,deterministic_shuffle,2
P271_P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE_CAP100000_NOT125000_CONC3_COST100_PLUS_1BP,P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,125000.0,3,cost100_plus_1bp,1.0,1.0,20,12,8,7,1,0,2,2,7,7,1,-10.911187623271456,-0.010911187623271455,-2.7496192810644065,0,0,399999.9999999998,3.9999999999999982,0.5499999999999999,-328.2535598082671,0,0,0,0,0,TOP2_PRIORITY_SUBSET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,deterministic_shuffle,2
P271_P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE_CAP100000_NOT125000_CONC3_COST100_PLUS_2BP,P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,125000.0,3,cost100_plus_2bp,1.0,2.0,20,12,8,7,1,0,2,2,7,7,1,-50.911187623271374,-0.05091118762327137,-12.829619281064385,0,0,399999.9999999998,3.9999999999999982,0.5499999999999999,-344.9202264749337,0,0,0,0,0,TOP2_PRIORITY_SUBSET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,deterministic_shuffle,2
P271_P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE_CAP100000_NOT125000_CONC4_COST100,P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,125000.0,4,cost100,1.0,0.0,20,13,7,7,0,0,2,2,7,7,1,57.043911356430826,0.05704391135643083,14.37506566182057,0,1,325000.0,3.25,0.4375,-198.46286778231595,0,0,0,0,0,TOP2_PRIORITY_SUBSET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,deterministic_shuffle,2
P271_P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE_CAP100000_NOT125000_CONC4_COST150,P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,125000.0,4,cost150,1.5,0.0,20,13,7,7,0,0,2,2,7,7,1,-77.31303864356914,-0.07731303864356914,-19.482885738179423,0,0,325000.0,3.25,0.4375,-260.4737677823159,0,0,0,0,0,TOP2_PRIORITY_SUBSET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,deterministic_shuffle,2
P271_P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE_CAP100000_NOT125000_CONC4_COST200,P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,125000.0,4,cost200,2.0,0.0,20,13,7,7,0,0,2,2,7,7,1,-211.66998864356916,-0.21166998864356915,-53.340837138179424,0,0,325000.0,3.25,0.4375,-323.60719646227415,0,0,0,0,0,TOP2_PRIORITY_SUBSET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,deterministic_shuffle,2
P271_P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE_CAP100000_NOT125000_CONC4_COST100_PLUS_1BP,P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,125000.0,4,cost100_plus_1bp,1.0,1.0,20,13,7,7,0,0,2,2,7,7,1,24.543911356430826,0.024543911356430827,6.185065661820569,0,0,325000.0,3.25,0.4375,-213.46286778231595,0,0,0,0,0,TOP2_PRIORITY_SUBSET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,deterministic_shuffle,2
P271_P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE_CAP100000_NOT125000_CONC4_COST100_PLUS_2BP,P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,125000.0,4,cost100_plus_2bp,1.0,2.0,20,13,7,7,0,0,2,2,7,7,1,-7.9560886435691796,-0.007956088643569179,-2.004934338179433,0,0,325000.0,3.25,0.4375,-228.46286778231595,0,0,0,0,0,TOP2_PRIORITY_SUBSET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,deterministic_shuffle,2
P271_P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE_CAP250000_NOT50000_CONC1_COST100,P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,250000.0,50000.0,1,cost100,1.0,0.0,20,4,16,1,15,0,2,2,7,4,1,368.54469013457776,0.1474178760538311,37.14930476556544,0,1,200000.0,0.8,0.16,0.0,0,0,0,0,0,TOP2_PRIORITY_SUBSET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,deterministic_shuffle,2
P271_P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE_CAP250000_NOT50000_CONC1_COST150,P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,250000.0,50000.0,1,cost150,1.5,0.0,20,4,16,1,15,0,2,2,7,4,1,285.8634901345777,0.11434539605383108,28.815039805565434,0,1,200000.0,0.8,0.16,-18.066123935258446,0,0,0,0,0,TOP2_PRIORITY_SUBSET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,deterministic_shuffle,2
P271_P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE_CAP250000_NOT50000_CONC1_COST200,P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,250000.0,50000.0,1,cost200,2.0,0.0,20,4,16,1,15,0,2,2,7,4,1,203.18229013457773,0.08127291605383109,20.480774845565435,0,1,200000.0,0.8,0.16,-38.73642393525844,0,0,0,0,0,TOP2_PRIORITY_SUBSET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,deterministic_shuffle,2
P271_P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE_CAP250000_NOT50000_CONC1_COST100_PLUS_1BP,P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,250000.0,50000.0,1,cost100_plus_1bp,1.0,1.0,20,4,16,1,15,0,2,2,7,4,1,348.54469013457776,0.1394178760538311,35.13330476556544,0,1,200000.0,0.8,0.16,-2.39582393525842,0,0,0,0,0,TOP2_PRIORITY_SUBSET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,deterministic_shuffle,2
P271_P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE_CAP250000_NOT50000_CONC1_COST100_PLUS_2BP,P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,250000.0,50000.0,1,cost100_plus_2bp,1.0,2.0,20,4,16,1,15,0,2,2,7,4,1,328.54469013457776,0.1314178760538311,33.117304765565436,0,1,200000.0,0.8,0.16,-7.39582393525842,0,0,0,0,0,TOP2_PRIORITY_SUBSET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,deterministic_shuffle,2
P271_P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE_CAP250000_NOT50000_CONC2_COST100,P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,250000.0,50000.0,2,cost100,1.0,0.0,20,9,11,3,8,0,2,2,7,7,1,134.41947510308597,0.053767790041234394,13.549483090391067,0,1,450000.0,1.8,0.27,-289.4496706138929,0,0,0,0,0,TOP2_PRIORITY_SUBSET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,deterministic_shuffle,2
P271_P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE_CAP250000_NOT50000_CONC2_COST150,P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,250000.0,50000.0,2,cost150,1.5,0.0,20,9,11,3,8,0,2,2,7,7,1,-51.61322489691398,-0.02064528995876559,-5.202613069608928,0,0,450000.0,1.8,0.27,-372.13087061389285,0,0,0,0,0,TOP2_PRIORITY_SUBSET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,deterministic_shuffle,2
P271_P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE_CAP250000_NOT50000_CONC2_COST200,P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,250000.0,50000.0,2,cost200,2.0,0.0,20,9,11,3,8,0,2,2,7,7,1,-237.64592489691398,-0.09505836995876558,-23.954709229608927,0,0,450000.0,1.8,0.27,-454.81207061389284,0,0,0,0,0,TOP2_PRIORITY_SUBSET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,deterministic_shuffle,2
P271_P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE_CAP250000_NOT50000_CONC2_COST100_PLUS_1BP,P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,250000.0,50000.0,2,cost100_plus_1bp,1.0,1.0,20,9,11,3,8,0,2,2,7,7,1,89.41947510308599,0.0357677900412344,9.013483090391068,0,0,450000.0,1.8,0.27,-309.4496706138929,0,0,0,0,0,TOP2_PRIORITY_SUBSET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,deterministic_shuffle,2
P271_P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE_CAP250000_NOT50000_CONC2_COST100_PLUS_2BP,P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,250000.0,50000.0,2,cost100_plus_2bp,1.0,2.0,20,9,11,3,8,0,2,2,7,7,1,44.419475103085986,0.017767790041234393,4.477483090391067,0,0,450000.0,1.8,0.27,-329.4496706138929,0,0,0,0,0,TOP2_PRIORITY_SUBSET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,deterministic_shuffle,2
P271_P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE_CAP250000_NOT50000_CONC3_COST100,P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,250000.0,50000.0,3,cost100,1.0,0.0,20,12,8,7,1,0,2,2,7,7,1,43.63321856509284,0.017453287426037134,4.398228431361358,0,0,600000.0,2.4,0.32999999999999996,-467.3803397124007,0,0,0,0,0,TOP2_PRIORITY_SUBSET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,deterministic_shuffle,2
P271_P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE_CAP250000_NOT50000_CONC3_COST150,P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,250000.0,50000.0,3,cost150,1.5,0.0,20,12,8,7,1,0,2,2,7,7,1,-204.4103814349071,-0.08176415257396284,-20.604566448638636,0,0,600000.0,2.4,0.32999999999999996,-570.7318397124006,0,0,0,0,0,TOP2_PRIORITY_SUBSET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,deterministic_shuffle,2
P271_P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE_CAP250000_NOT50000_CONC3_COST200,P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,250000.0,50000.0,3,cost200,2.0,0.0,20,12,8,7,1,0,2,2,7,7,1,-452.4539814349071,-0.18098159257396285,-45.60736132863864,0,0,600000.0,2.4,0.32999999999999996,-676.3283970723171,0,0,0,0,0,TOP2_PRIORITY_SUBSET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,deterministic_shuffle,2
P271_P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE_CAP250000_NOT50000_CONC3_COST100_PLUS_1BP,P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,250000.0,50000.0,3,cost100_plus_1bp,1.0,1.0,20,12,8,7,1,0,2,2,7,7,1,-16.366781434907153,-0.006546712573962862,-1.6497715686386412,0,0,600000.0,2.4,0.32999999999999996,-492.3803397124007,0,0,0,0,0,TOP2_PRIORITY_SUBSET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,deterministic_shuffle,2
P271_P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE_CAP250000_NOT50000_CONC3_COST100_PLUS_2BP,P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,250000.0,50000.0,3,cost100_plus_2bp,1.0,2.0,20,12,8,7,1,0,2,2,7,7,1,-76.36678143490715,-0.030546712573962864,-7.697771568638641,0,0,600000.0,2.4,0.32999999999999996,-517.3803397124007,0,0,0,0,0,TOP2_PRIORITY_SUBSET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,deterministic_shuffle,2
P271_P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE_CAP250000_NOT50000_CONC4_COST100,P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,250000.0,50000.0,4,cost100,1.0,0.0,20,13,7,7,0,0,2,2,7,7,1,114.08782271286165,0.045635129085144666,11.500052529456456,0,0,650000.0,2.6,0.35,-396.9257355646319,0,0,0,0,0,TOP2_PRIORITY_SUBSET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,deterministic_shuffle,2
P271_P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE_CAP250000_NOT50000_CONC4_COST150,P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,250000.0,50000.0,4,cost150,1.5,0.0,20,13,7,7,0,0,2,2,7,7,1,-154.6260772871383,-0.06185043091485532,-15.58630859054354,0,0,650000.0,2.6,0.35,-520.9475355646318,0,0,0,0,0,TOP2_PRIORITY_SUBSET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,deterministic_shuffle,2
