shock_id,counterfactual_group,variant,quarter_profile,scenario_day,trade_date,regime_code,regime_family,scope,target,shock_type,required_l2_effects,evidence_label,start_time,duration_minutes,price_jump_bps,drift_after_jump_bps,volatility_multiplier,event_rate_multiplier,spread_multiplier,depth_multiplier_bid,depth_multiplier_ask,buy_sell_flow_bias,correlation_multiplier,recovery_half_life_minutes,reversal_probability
Q-C-051-D17-T-ADANIPORTS-continuation,Q-C-051-D17-ADANIPORTS,continuation,Q-C,51,2026-09-22,D17,Stock-specific dispersion,ticker,ADANIPORTS,liquidity_disappearance,visible depth thinning;spread widening;stale pockets;replenishment test,synthetic_shock_design,12:15:00,20,23.9982,10.7992,2.3493,3.0612,2.675,0.7442,0.3797,0.6812,0.7334,90,0.0589
Q-C-051-D17-T-BAJAJ-AUTO-positive_shock,Q-C-051-D17-BAJAJ-AUTO,positive_shock,Q-C,51,2026-09-22,D17,Stock-specific dispersion,ticker,BAJAJ-AUTO,sharp_move_absorption,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,14:45:00,30,46.6881,7.2713,2.5994,3.1818,1.8526,1.0864,0.4117,0.7851,0.8544,15,0.2158
Q-C-051-D17-T-BAJAJ-AUTO-negative_shock,Q-C-051-D17-BAJAJ-AUTO,negative_shock,Q-C,51,2026-09-22,D17,Stock-specific dispersion,ticker,BAJAJ-AUTO,sharp_move_absorption,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:15:00,45,-88.4733,12.7044,3.7075,1.8548,2.6672,0.358,0.9335,-0.2929,0.8191,60,0.3689
Q-C-051-D17-T-BAJAJ-AUTO-quick_recovery,Q-C-051-D17-BAJAJ-AUTO,quick_recovery,Q-C,51,2026-09-22,D17,Stock-specific dispersion,ticker,BAJAJ-AUTO,sharp_move_absorption,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:30:00,30,-51.4219,30.8531,3.3885,1.5941,2.0125,0.6516,0.7479,-0.7721,0.8463,5,0.6626
Q-C-051-D17-T-BAJAJ-AUTO-continuation,Q-C-051-D17-BAJAJ-AUTO,continuation,Q-C,51,2026-09-22,D17,Stock-specific dispersion,ticker,BAJAJ-AUTO,sharp_move_absorption,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,12:15:00,30,97.7353,43.9809,2.8226,1.8469,1.973,0.8963,0.5954,0.6388,0.8357,90,0.2025
Q-C-051-D17-T-BANKBEES-positive_shock,Q-C-051-D17-BANKBEES,positive_shock,Q-C,51,2026-09-22,D17,Stock-specific dispersion,ticker,BANKBEES,false_breakout_depth_withdrawal,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,10:45:00,30,43.9445,-0.7841,3.4101,3.0647,1.9548,0.7301,0.6535,0.4924,0.9772,15,0.4208
Q-C-051-D17-T-BANKBEES-negative_shock,Q-C-051-D17-BANKBEES,negative_shock,Q-C,51,2026-09-22,D17,Stock-specific dispersion,ticker,BANKBEES,false_breakout_depth_withdrawal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:45:00,30,-61.9228,10.8536,3.2395,3.1897,1.8444,0.6558,1.1078,-0.3376,0.693,45,0.5209
Q-C-051-D17-T-BANKBEES-quick_recovery,Q-C-051-D17-BANKBEES,quick_recovery,Q-C,51,2026-09-22,D17,Stock-specific dispersion,ticker,BANKBEES,false_breakout_depth_withdrawal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:00:00,30,-121.1506,72.6904,2.8095,1.9712,2.1119,0.3841,0.8533,-0.7962,0.6605,15,0.7197
Q-C-051-D17-T-BANKBEES-continuation,Q-C-051-D17-BANKBEES,continuation,Q-C,51,2026-09-22,D17,Stock-specific dispersion,ticker,BANKBEES,false_breakout_depth_withdrawal,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,12:15:00,20,91.9445,41.375,3.3814,2.7465,1.7239,0.9171,0.7542,0.2858,0.7468,120,0.182
Q-C-051-D17-T-BHARTIARTL-positive_shock,Q-C-051-D17-BHARTIARTL,positive_shock,Q-C,51,2026-09-22,D17,Stock-specific dispersion,ticker,BHARTIARTL,earnings_beat,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,09:45:00,20,12.2775,-1.376,2.8103,3.1433,2.1511,1.08,0.5715,0.3335,0.7864,30,0.3736
Q-C-051-D17-T-BHARTIARTL-negative_shock,Q-C-051-D17-BHARTIARTL,negative_shock,Q-C,51,2026-09-22,D17,Stock-specific dispersion,ticker,BHARTIARTL,earnings_beat,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:15:00,30,-46.3296,4.6552,1.6313,1.6902,1.996,0.4187,1.0139,-0.7927,0.5953,30,0.454
Q-C-051-D17-T-BHARTIARTL-quick_recovery,Q-C-051-D17-BHARTIARTL,quick_recovery,Q-C,51,2026-09-22,D17,Stock-specific dispersion,ticker,BHARTIARTL,earnings_beat,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:30:00,20,-105.4012,63.2407,3.3867,2.735,1.4844,0.7091,0.8179,-0.7715,0.9083,15,0.6579
Q-C-051-D17-T-BHARTIARTL-continuation,Q-C-051-D17-BHARTIARTL,continuation,Q-C,51,2026-09-22,D17,Stock-specific dispersion,ticker,BHARTIARTL,earnings_beat,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,09:45:00,45,22.1215,9.9547,2.1233,1.7109,2.3597,0.7148,0.4169,0.5755,0.5649,90,0.0844
Q-C-051-D17-T-BPCL-positive_shock,Q-C-051-D17-BPCL,positive_shock,Q-C,51,2026-09-22,D17,Stock-specific dispersion,ticker,BPCL,earnings_miss,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,13:45:00,30,114.4614,-1.3662,2.4354,1.7506,2.602,1.0296,0.4948,0.421,0.8466,45,0.3502
Q-C-051-D17-T-BPCL-negative_shock,Q-C-051-D17-BPCL,negative_shock,Q-C,51,2026-09-22,D17,Stock-specific dispersion,ticker,BPCL,earnings_miss,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:45:00,60,-120.132,5.0832,3.2229,2.8822,1.4869,0.4298,1.0094,-0.5653,0.8533,15,0.2046
Q-C-051-D17-T-BPCL-quick_recovery,Q-C-051-D17-BPCL,quick_recovery,Q-C,51,2026-09-22,D17,Stock-specific dispersion,ticker,BPCL,earnings_miss,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:00:00,20,-66.3442,39.8065,2.9182,2.4381,1.8613,0.3954,0.8047,-0.8018,0.6022,10,0.6891
Q-C-051-D17-T-BPCL-continuation,Q-C-051-D17-BPCL,continuation,Q-C,51,2026-09-22,D17,Stock-specific dispersion,ticker,BPCL,earnings_miss,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,14:45:00,45,75.4661,33.9598,3.6899,1.9875,2.232,1.0111,0.7064,0.3555,0.8388,90,0.1366
Q-C-052-D07-M-no_shock,Q-C-052-D07,no_shock,Q-C,52,2026-09-23,D07,Sell-off/panic,market,ALL,broad_risk_off,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,09:45:00,30,0.0,-0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.7,30,0.2101
Q-C-052-D07-M-positive_shock,Q-C-052-D07,positive_shock,Q-C,52,2026-09-23,D07,Sell-off/panic,market,ALL,broad_risk_off,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:45:00,45,195.2162,5.9823,5.4341,2.7531,2.2509,0.6941,0.3496,0.4565,1.8254,45,0.4047
Q-C-052-D07-M-negative_shock,Q-C-052-D07,negative_shock,Q-C,52,2026-09-23,D07,Sell-off/panic,market,ALL,broad_risk_off,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,09:45:00,60,-125.1887,-22.4422,3.5647,2.543,3.4019,0.3323,0.7299,-0.3748,3.0166,30,0.3136
Q-C-052-D07-M-quick_recovery,Q-C-052-D07,quick_recovery,Q-C,52,2026-09-23,D07,Sell-off/panic,market,ALL,broad_risk_off,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:30:00,15,-226.5168,135.9101,4.9413,3.8079,3.2451,0.3362,0.6656,-0.4495,2.9685,10,0.6575
Q-C-052-D07-M-continuation,Q-C-052-D07,continuation,Q-C,52,2026-09-23,D07,Sell-off/panic,market,ALL,broad_risk_off,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:45:00,45,-192.0994,-86.4447,4.1135,2.4949,2.4502,0.2492,0.5633,-0.4483,2.379,120,0.1847
Q-C-052-D07-T-ADANIPORTS-positive_shock,Q-C-052-D07-ADANIPORTS,positive_shock,Q-C,52,2026-09-23,D07,Sell-off/panic,ticker,ADANIPORTS,sharp_move_absorption,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,10:45:00,20,332.1562,18.1086,4.1375,2.7878,3.9555,0.7565,0.3793,0.5407,3.022,60,0.4276
Q-C-052-D07-T-ADANIPORTS-negative_shock,Q-C-052-D07-ADANIPORTS,negative_shock,Q-C,52,2026-09-23,D07,Sell-off/panic,ticker,ADANIPORTS,sharp_move_absorption,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,09:45:00,60,-226.0252,25.5877,2.9594,3.5535,2.455,0.4031,0.7403,-0.8095,2.4011,45,0.4639
Q-C-052-D07-T-ADANIPORTS-quick_recovery,Q-C-052-D07-ADANIPORTS,quick_recovery,Q-C,52,2026-09-23,D07,Sell-off/panic,ticker,ADANIPORTS,sharp_move_absorption,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:00:00,20,-112.6607,67.5964,4.1239,3.8812,3.8934,0.5092,0.72,-0.2985,1.887,15,0.575
Q-C-052-D07-T-ADANIPORTS-continuation,Q-C-052-D07-ADANIPORTS,continuation,Q-C,52,2026-09-23,D07,Sell-off/panic,ticker,ADANIPORTS,sharp_move_absorption,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,09:45:00,30,-348.4678,-156.8105,4.4139,2.7995,4.3348,0.4905,0.6668,-0.8471,2.8063,45,0.1108
Q-C-052-D07-T-BAJAJ-AUTO-positive_shock,Q-C-052-D07-BAJAJ-AUTO,positive_shock,Q-C,52,2026-09-23,D07,Sell-off/panic,ticker,BAJAJ-AUTO,false_breakout_depth_withdrawal,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,09:45:00,20,210.3334,29.6909,5.6978,2.6977,4.0147,0.7495,0.499,0.2897,2.6976,45,0.3073
Q-C-052-D07-T-BAJAJ-AUTO-negative_shock,Q-C-052-D07-BAJAJ-AUTO,negative_shock,Q-C,52,2026-09-23,D07,Sell-off/panic,ticker,BAJAJ-AUTO,false_breakout_depth_withdrawal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:45:00,30,-221.6902,-18.6046,3.9137,2.6051,3.9475,0.4528,0.7159,-0.4034,2.7488,30,0.2561
Q-C-052-D07-T-BAJAJ-AUTO-quick_recovery,Q-C-052-D07-BAJAJ-AUTO,quick_recovery,Q-C,52,2026-09-23,D07,Sell-off/panic,ticker,BAJAJ-AUTO,false_breakout_depth_withdrawal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:30:00,30,-150.1888,90.1133,4.9877,3.0715,3.7498,0.3073,0.6178,-0.6482,2.1796,15,0.7411
Q-C-052-D07-T-BAJAJ-AUTO-continuation,Q-C-052-D07-BAJAJ-AUTO,continuation,Q-C,52,2026-09-23,D07,Sell-off/panic,ticker,BAJAJ-AUTO,false_breakout_depth_withdrawal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:15:00,30,-354.9835,-159.7426,4.392,3.6027,2.5231,0.4878,0.5533,-0.4142,2.8518,90,0.217
Q-C-052-D07-T-BANKBEES-positive_shock,Q-C-052-D07-BANKBEES,positive_shock,Q-C,52,2026-09-23,D07,Sell-off/panic,ticker,BANKBEES,earnings_beat,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,13:45:00,45,120.8119,-15.5326,5.651,2.312,3.5695,0.5973,0.2651,0.3685,2.3778,60,0.4547
Q-C-052-D07-T-BANKBEES-negative_shock,Q-C-052-D07-BANKBEES,negative_shock,Q-C,52,2026-09-23,D07,Sell-off/panic,ticker,BANKBEES,earnings_beat,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:15:00,20,-52.3754,-8.3374,5.643,3.0288,2.4827,0.4621,0.5554,-0.6099,2.4222,15,0.4948
Q-C-052-D07-T-BANKBEES-quick_recovery,Q-C-052-D07-BANKBEES,quick_recovery,Q-C,52,2026-09-23,D07,Sell-off/panic,ticker,BANKBEES,earnings_beat,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:00:00,30,-193.3943,116.0366,6.1145,4.1914,3.3254,0.2964,0.6063,-0.5534,1.847,15,0.7504
Q-C-052-D07-T-BANKBEES-continuation,Q-C-052-D07-BANKBEES,continuation,Q-C,52,2026-09-23,D07,Sell-off/panic,ticker,BANKBEES,earnings_beat,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,09:45:00,20,-172.8834,-77.7975,5.0879,2.062,4.2145,0.3351,0.6183,-0.8213,2.3872,120,0.082
Q-C-052-D07-T-BHARTIARTL-positive_shock,Q-C-052-D07-BHARTIARTL,positive_shock,Q-C,52,2026-09-23,D07,Sell-off/panic,ticker,BHARTIARTL,earnings_miss,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,09:45:00,45,187.6223,-11.9298,4.2543,3.8259,4.009,0.5201,0.3351,0.6503,1.9694,30,0.3471
Q-C-052-D07-T-BHARTIARTL-negative_shock,Q-C-052-D07-BHARTIARTL,negative_shock,Q-C,52,2026-09-23,D07,Sell-off/panic,ticker,BHARTIARTL,earnings_miss,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:15:00,60,-31.1451,-0.2376,3.7469,3.4866,2.5666,0.3168,0.6219,-0.4903,2.6113,15,0.541
Q-C-052-D07-T-BHARTIARTL-quick_recovery,Q-C-052-D07-BHARTIARTL,quick_recovery,Q-C,52,2026-09-23,D07,Sell-off/panic,ticker,BHARTIARTL,earnings_miss,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:30:00,20,-277.0838,166.2503,5.831,2.7476,3.7777,0.4417,0.5232,-0.5991,2.7731,10,0.7123
Q-C-052-D07-T-BHARTIARTL-continuation,Q-C-052-D07-BHARTIARTL,continuation,Q-C,52,2026-09-23,D07,Sell-off/panic,ticker,BHARTIARTL,earnings_miss,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:15:00,20,-126.7346,-57.0306,6.1829,3.7133,3.8587,0.3649,0.5235,-0.4007,2.6647,90,0.1928
Q-C-052-D07-T-BPCL-positive_shock,Q-C-052-D07-BPCL,positive_shock,Q-C,52,2026-09-23,D07,Sell-off/panic,ticker,BPCL,guidance_change,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,14:45:00,20,149.1414,-24.3794,4.7646,3.9565,3.0224,0.6223,0.4738,0.3428,2.4539,15,0.3879
Q-C-052-D07-T-BPCL-negative_shock,Q-C-052-D07-BPCL,negative_shock,Q-C,52,2026-09-23,D07,Sell-off/panic,ticker,BPCL,guidance_change,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:15:00,20,-192.4404,19.5055,6.1927,3.3263,4.1008,0.3116,0.5117,-0.4546,2.8293,15,0.302
Q-C-052-D07-T-BPCL-quick_recovery,Q-C-052-D07-BPCL,quick_recovery,Q-C,52,2026-09-23,D07,Sell-off/panic,ticker,BPCL,guidance_change,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:00:00,15,-262.2011,157.3206,6.1492,3.3404,2.9116,0.448,0.6055,-0.5251,2.7771,10,0.6896
Q-C-052-D07-T-BPCL-continuation,Q-C-052-D07-BPCL,continuation,Q-C,52,2026-09-23,D07,Sell-off/panic,ticker,BPCL,guidance_change,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,09:45:00,30,-137.974,-62.0883,6.5305,3.2337,3.8396,0.4633,0.5721,-0.3431,2.2599,90,0.1123
Q-C-052-D07-T-BRITANNIA-positive_shock,Q-C-052-D07-BRITANNIA,positive_shock,Q-C,52,2026-09-23,D07,Sell-off/panic,ticker,BRITANNIA,regulatory_action,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,09:45:00,60,306.5594,-6.1533,6.4837,2.0686,3.0997,0.5565,0.4105,0.6927,1.7315,45,0.4376
Q-C-052-D07-T-BRITANNIA-negative_shock,Q-C-052-D07-BRITANNIA,negative_shock,Q-C,52,2026-09-23,D07,Sell-off/panic,ticker,BRITANNIA,regulatory_action,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:15:00,30,-138.8389,14.6811,3.959,3.3611,4.1354,0.4119,0.5169,-0.7048,1.7557,60,0.4673
Q-C-052-D07-T-BRITANNIA-quick_recovery,Q-C-052-D07-BRITANNIA,quick_recovery,Q-C,52,2026-09-23,D07,Sell-off/panic,ticker,BRITANNIA,regulatory_action,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:30:00,20,-254.9166,152.95,6.4205,2.5252,2.5687,0.4262,0.6695,-0.7464,2.4973,15,0.669
Q-C-052-D07-T-BRITANNIA-continuation,Q-C-052-D07-BRITANNIA,continuation,Q-C,52,2026-09-23,D07,Sell-off/panic,ticker,BRITANNIA,regulatory_action,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:15:00,45,-125.0472,-56.2712,4.7497,2.7018,3.8737,0.4886,0.7653,-0.7129,2.0754,120,0.2288
Q-C-052-D07-T-CIPLA-positive_shock,Q-C-052-D07-CIPLA,positive_shock,Q-C,52,2026-09-23,D07,Sell-off/panic,ticker,CIPLA,block_volume_burst,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,09:45:00,45,137.8113,-22.262,3.8998,3.4126,3.6688,0.6796,0.4959,0.7921,2.3776,60,0.3288
Q-C-052-D07-T-CIPLA-negative_shock,Q-C-052-D07-CIPLA,negative_shock,Q-C,52,2026-09-23,D07,Sell-off/panic,ticker,CIPLA,block_volume_burst,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:45:00,45,-180.2602,-20.6845,5.2574,3.123,3.0895,0.292,0.6835,-0.6531,3.0311,30,0.4434
Q-C-052-D07-T-CIPLA-quick_recovery,Q-C-052-D07-CIPLA,quick_recovery,Q-C,52,2026-09-23,D07,Sell-off/panic,ticker,CIPLA,block_volume_burst,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:00:00,30,-301.5001,180.9,4.8476,3.7162,2.8539,0.3261,0.6968,-0.824,2.7118,10,0.7287
Q-C-052-D07-T-CIPLA-continuation,Q-C-052-D07-CIPLA,continuation,Q-C,52,2026-09-23,D07,Sell-off/panic,ticker,CIPLA,block_volume_burst,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,13:45:00,20,-47.6183,-21.4282,6.377,2.8601,3.9402,0.435,0.5547,-0.7837,1.7285,45,0.2341
Q-C-052-D07-T-DRREDDY-positive_shock,Q-C-052-D07-DRREDDY,positive_shock,Q-C,52,2026-09-23,D07,Sell-off/panic,ticker,DRREDDY,headline_rumor_reversal,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,13:45:00,45,254.4024,18.4928,4.7732,3.688,2.3518,0.5809,0.3791,0.8472,1.8941,30,0.5092
Q-C-052-D07-T-DRREDDY-negative_shock,Q-C-052-D07-DRREDDY,negative_shock,Q-C,52,2026-09-23,D07,Sell-off/panic,ticker,DRREDDY,headline_rumor_reversal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,13:45:00,20,-188.9417,27.0306,4.5661,3.4829,3.1978,0.2397,0.5232,-0.6031,2.6698,60,0.4724
Q-C-052-D07-T-DRREDDY-quick_recovery,Q-C-052-D07-DRREDDY,quick_recovery,Q-C,52,2026-09-23,D07,Sell-off/panic,ticker,DRREDDY,headline_rumor_reversal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:00:00,30,-305.3507,183.2104,3.1254,3.4727,4.2248,0.5083,0.5934,-0.5927,2.4536,5,0.8302
Q-C-052-D07-T-DRREDDY-continuation,Q-C-052-D07-DRREDDY,continuation,Q-C,52,2026-09-23,D07,Sell-off/panic,ticker,DRREDDY,headline_rumor_reversal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,13:45:00,60,-198.2567,-89.2155,3.1704,2.2318,2.1092,0.2307,0.6965,-0.3328,2.2568,60,0.1864
Q-C-052-D07-T-GOLDBEES-positive_shock,Q-C-052-D07-GOLDBEES,positive_shock,Q-C,52,2026-09-23,D07,Sell-off/panic,ticker,GOLDBEES,liquidity_disappearance,visible depth thinning;spread widening;stale pockets;replenishment test,synthetic_shock_design,12:15:00,30,210.1563,15.8785,3.8829,3.7094,2.8095,0.7342,0.4268,0.7743,2.9387,15,0.3717
Q-C-052-D07-T-GOLDBEES-negative_shock,Q-C-052-D07-GOLDBEES,negative_shock,Q-C,52,2026-09-23,D07,Sell-off/panic,ticker,GOLDBEES,liquidity_disappearance,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:15:00,60,-91.8848,-4.426,4.0126,3.2253,3.0366,0.2716,0.7442,-0.6349,2.3119,45,0.4514
Q-C-052-D07-T-GOLDBEES-quick_recovery,Q-C-052-D07-GOLDBEES,quick_recovery,Q-C,52,2026-09-23,D07,Sell-off/panic,ticker,GOLDBEES,liquidity_disappearance,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:00:00,15,-56.4458,33.8675,4.2891,4.2063,3.0228,0.5101,0.7391,-0.4141,2.9871,10,0.6789
Q-C-052-D07-T-GOLDBEES-continuation,Q-C-052-D07-GOLDBEES,continuation,Q-C,52,2026-09-23,D07,Sell-off/panic,ticker,GOLDBEES,liquidity_disappearance,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:15:00,30,-125.8868,-56.649,3.0032,3.9883,2.874,0.3682,0.6999,-0.8158,1.9271,90,0.0511
Q-C-052-D07-T-HINDUNILVR-positive_shock,Q-C-052-D07-HINDUNILVR,positive_shock,Q-C,52,2026-09-23,D07,Sell-off/panic,ticker,HINDUNILVR,sharp_move_absorption,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,13:45:00,20,214.3433,-5.9133,4.5356,4.0016,2.7368,0.7796,0.3465,0.57,1.7525,60,0.5392
Q-C-052-D07-T-HINDUNILVR-negative_shock,Q-C-052-D07-HINDUNILVR,negative_shock,Q-C,52,2026-09-23,D07,Sell-off/panic,ticker,HINDUNILVR,sharp_move_absorption,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,13:45:00,45,-111.8249,4.1407,3.9618,4.1749,2.9817,0.408,0.7217,-0.4582,2.8667,60,0.4332
Q-C-052-D07-T-HINDUNILVR-quick_recovery,Q-C-052-D07-HINDUNILVR,quick_recovery,Q-C,52,2026-09-23,D07,Sell-off/panic,ticker,HINDUNILVR,sharp_move_absorption,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:30:00,20,-261.7672,157.0603,6.039,3.9878,4.0427,0.3942,0.6924,-0.4287,2.2456,10,0.7777
Q-C-052-D07-T-HINDUNILVR-continuation,Q-C-052-D07-HINDUNILVR,continuation,Q-C,52,2026-09-23,D07,Sell-off/panic,ticker,HINDUNILVR,sharp_move_absorption,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:15:00,60,-83.4645,-37.559,5.7194,3.2083,4.2587,0.2721,0.6261,-0.4867,1.7138,120,0.0709
Q-C-052-D07-T-ITBEES-positive_shock,Q-C-052-D07-ITBEES,positive_shock,Q-C,52,2026-09-23,D07,Sell-off/panic,ticker,ITBEES,false_breakout_depth_withdrawal,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,13:45:00,60,234.7495,-19.8785,3.0713,4.271,2.2676,0.5371,0.3696,0.6307,1.8958,30,0.5072
Q-C-052-D07-T-ITBEES-negative_shock,Q-C-052-D07-ITBEES,negative_shock,Q-C,52,2026-09-23,D07,Sell-off/panic,ticker,ITBEES,false_breakout_depth_withdrawal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,09:45:00,20,-77.558,-9.6754,3.4346,2.3117,2.5158,0.3806,0.729,-0.814,2.93,45,0.5269
Q-C-052-D07-T-ITBEES-quick_recovery,Q-C-052-D07-ITBEES,quick_recovery,Q-C,52,2026-09-23,D07,Sell-off/panic,ticker,ITBEES,false_breakout_depth_withdrawal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:30:00,20,-103.3697,62.0218,3.2341,2.6738,4.1359,0.4544,0.6445,-0.7728,1.8437,5,0.5973
Q-C-052-D07-T-ITBEES-continuation,Q-C-052-D07-ITBEES,continuation,Q-C,52,2026-09-23,D07,Sell-off/panic,ticker,ITBEES,false_breakout_depth_withdrawal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,09:45:00,45,-313.7814,-141.2016,4.7565,2.9703,3.9005,0.2884,0.6991,-0.5117,2.9566,45,0.1234
Q-C-052-D07-T-ITC-positive_shock,Q-C-052-D07-ITC,positive_shock,Q-C,52,2026-09-23,D07,Sell-off/panic,ticker,ITC,earnings_beat,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,12:15:00,45,118.8084,20.1221,4.5529,1.9816,3.9593,0.5938,0.2903,0.2857,2.8242,60,0.4112
Q-C-052-D07-T-ITC-negative_shock,Q-C-052-D07-ITC,negative_shock,Q-C,52,2026-09-23,D07,Sell-off/panic,ticker,ITC,earnings_beat,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,09:45:00,20,-218.7577,-15.3733,3.2132,2.25,3.898,0.3494,0.7187,-0.3119,2.4408,15,0.3448
Q-C-052-D07-T-ITC-quick_recovery,Q-C-052-D07-ITC,quick_recovery,Q-C,52,2026-09-23,D07,Sell-off/panic,ticker,ITC,earnings_beat,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:30:00,30,-108.1247,64.8748,3.7794,2.4496,3.7645,0.4934,0.7461,-0.3318,2.2752,15,0.5593
Q-C-052-D07-T-ITC-continuation,Q-C-052-D07-ITC,continuation,Q-C,52,2026-09-23,D07,Sell-off/panic,ticker,ITC,earnings_beat,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:15:00,20,-111.7744,-50.2985,4.0344,3.9279,3.8971,0.2567,0.7263,-0.7567,2.7528,60,0.1497
Q-C-059-D20-M-no_shock,Q-C-059-D20,no_shock,Q-C,59,2026-10-02,D20,Shock-and-normalize,market,ALL,shock_and_normalize,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,10:30:00,45,0.0,-0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.55,60,0.2292
