phase290_variant_id,adaptive_family_id,adaptive_family,selection_rule,primary_pressure_column,secondary_pressure_column,interaction_column,primary_threshold_quantile,secondary_threshold_quantile,interaction_threshold_quantile,spread_state,market_bucket,side_mode,exit_horizon_ticks,selected_event_rows,symbols,trade_dates,uses_top5,uses_levels_2_to_5,l1_only_variant,uses_net_edge_as_live_mask,annualized_denominator,strategy_replay_allowed,paper_or_live_acceptance_allowed,deployable_profitability_claim_allowed
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_ANYSPREAD_ALL_ORIG_H3,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,ANYSPREAD,ALL,ORIG,3,217,3,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_ANYSPREAD_ALL_ORIG_H5,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,ANYSPREAD,ALL,ORIG,5,217,3,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_ANYSPREAD_ALL_ORIG_H8,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,ANYSPREAD,ALL,ORIG,8,217,3,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_ANYSPREAD_ALL_ORIG_H10,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,ANYSPREAD,ALL,ORIG,10,217,3,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_ANYSPREAD_ALL_ORIG_H13,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,ANYSPREAD,ALL,ORIG,13,217,3,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_ANYSPREAD_ALL_INV_H3,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,ANYSPREAD,ALL,INV,3,217,3,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_ANYSPREAD_ALL_INV_H5,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,ANYSPREAD,ALL,INV,5,217,3,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_ANYSPREAD_ALL_INV_H8,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,ANYSPREAD,ALL,INV,8,217,3,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_ANYSPREAD_ALL_INV_H10,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,ANYSPREAD,ALL,INV,10,217,3,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_ANYSPREAD_ALL_INV_H13,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,ANYSPREAD,ALL,INV,13,217,3,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_ANYSPREAD_OPEN_ORIG_H3,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,ANYSPREAD,OPEN,ORIG,3,95,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_ANYSPREAD_OPEN_ORIG_H5,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,ANYSPREAD,OPEN,ORIG,5,95,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_ANYSPREAD_OPEN_ORIG_H8,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,ANYSPREAD,OPEN,ORIG,8,95,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_ANYSPREAD_OPEN_ORIG_H10,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,ANYSPREAD,OPEN,ORIG,10,95,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_ANYSPREAD_OPEN_ORIG_H13,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,ANYSPREAD,OPEN,ORIG,13,95,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_ANYSPREAD_OPEN_INV_H3,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,ANYSPREAD,OPEN,INV,3,95,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_ANYSPREAD_OPEN_INV_H5,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,ANYSPREAD,OPEN,INV,5,95,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_ANYSPREAD_OPEN_INV_H8,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,ANYSPREAD,OPEN,INV,8,95,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_ANYSPREAD_OPEN_INV_H10,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,ANYSPREAD,OPEN,INV,10,95,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_ANYSPREAD_OPEN_INV_H13,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,ANYSPREAD,OPEN,INV,13,95,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_ANYSPREAD_NONOPEN_ORIG_H3,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,ANYSPREAD,NONOPEN,ORIG,3,122,3,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_ANYSPREAD_NONOPEN_ORIG_H5,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,ANYSPREAD,NONOPEN,ORIG,5,122,3,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_ANYSPREAD_NONOPEN_ORIG_H8,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,ANYSPREAD,NONOPEN,ORIG,8,122,3,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_ANYSPREAD_NONOPEN_ORIG_H10,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,ANYSPREAD,NONOPEN,ORIG,10,122,3,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_ANYSPREAD_NONOPEN_ORIG_H13,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,ANYSPREAD,NONOPEN,ORIG,13,122,3,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_ANYSPREAD_NONOPEN_INV_H3,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,ANYSPREAD,NONOPEN,INV,3,122,3,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_ANYSPREAD_NONOPEN_INV_H5,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,ANYSPREAD,NONOPEN,INV,5,122,3,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_ANYSPREAD_NONOPEN_INV_H8,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,ANYSPREAD,NONOPEN,INV,8,122,3,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_ANYSPREAD_NONOPEN_INV_H10,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,ANYSPREAD,NONOPEN,INV,10,122,3,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_ANYSPREAD_NONOPEN_INV_H13,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,ANYSPREAD,NONOPEN,INV,13,122,3,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_TIGHT_ALL_ORIG_H3,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,TIGHT,ALL,ORIG,3,65,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_TIGHT_ALL_ORIG_H5,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,TIGHT,ALL,ORIG,5,65,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_TIGHT_ALL_ORIG_H8,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,TIGHT,ALL,ORIG,8,65,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_TIGHT_ALL_ORIG_H10,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,TIGHT,ALL,ORIG,10,65,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_TIGHT_ALL_ORIG_H13,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,TIGHT,ALL,ORIG,13,65,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_TIGHT_ALL_INV_H3,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,TIGHT,ALL,INV,3,65,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_TIGHT_ALL_INV_H5,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,TIGHT,ALL,INV,5,65,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_TIGHT_ALL_INV_H8,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,TIGHT,ALL,INV,8,65,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_TIGHT_ALL_INV_H10,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,TIGHT,ALL,INV,10,65,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_TIGHT_ALL_INV_H13,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,TIGHT,ALL,INV,13,65,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_TIGHT_OPEN_ORIG_H3,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,TIGHT,OPEN,ORIG,3,38,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_TIGHT_OPEN_ORIG_H5,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,TIGHT,OPEN,ORIG,5,38,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_TIGHT_OPEN_ORIG_H8,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,TIGHT,OPEN,ORIG,8,38,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_TIGHT_OPEN_ORIG_H10,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,TIGHT,OPEN,ORIG,10,38,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_TIGHT_OPEN_ORIG_H13,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,TIGHT,OPEN,ORIG,13,38,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_TIGHT_OPEN_INV_H3,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,TIGHT,OPEN,INV,3,38,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_TIGHT_OPEN_INV_H5,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,TIGHT,OPEN,INV,5,38,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_TIGHT_OPEN_INV_H8,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,TIGHT,OPEN,INV,8,38,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_TIGHT_OPEN_INV_H10,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,TIGHT,OPEN,INV,10,38,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_TIGHT_OPEN_INV_H13,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,TIGHT,OPEN,INV,13,38,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_TIGHT_NONOPEN_ORIG_H3,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,TIGHT,NONOPEN,ORIG,3,27,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_TIGHT_NONOPEN_ORIG_H5,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,TIGHT,NONOPEN,ORIG,5,27,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_TIGHT_NONOPEN_ORIG_H8,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,TIGHT,NONOPEN,ORIG,8,27,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_TIGHT_NONOPEN_ORIG_H10,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,TIGHT,NONOPEN,ORIG,10,27,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_TIGHT_NONOPEN_ORIG_H13,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,TIGHT,NONOPEN,ORIG,13,27,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_TIGHT_NONOPEN_INV_H3,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,TIGHT,NONOPEN,INV,3,27,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_TIGHT_NONOPEN_INV_H5,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,TIGHT,NONOPEN,INV,5,27,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_TIGHT_NONOPEN_INV_H8,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,TIGHT,NONOPEN,INV,8,27,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_TIGHT_NONOPEN_INV_H10,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,TIGHT,NONOPEN,INV,10,27,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_TIGHT_NONOPEN_INV_H13,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,TIGHT,NONOPEN,INV,13,27,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_NOTWIDE_ALL_ORIG_H3,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,NOTWIDE,ALL,ORIG,3,140,3,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I40_NOTWIDE_ALL_ORIG_H5,P290_LIQUIDITY_VACUUM_ADAPTIVE,liquidity_vacuum_adaptive,withdrawal-dominant vacuum with depth-slope interaction,liquidity_vacuum_pressure,depth_slope_pressure,withdraw_replenish_ratio,0.45,0.45,0.4,NOTWIDE,ALL,ORIG,5,140,3,8,1,1,0,0,fixed_initial_capital,0,0,0
